GPA,ExperienceYears,SkillsCount,HasGitHub,CertificationsCount,ProjectsCount,HasInternship,EnglishLevel,IsAccepted
0.0,4,20,0,0,5,0,1,True
3.95,4,10,0,0,2,0,1,True
0.0,1,10,0,0,2,1,1,True
0.0,3,26,0,0,4,0,1,True
3.4,2,6,0,0,3,0,1,False
0.0,4,4,0,0,5,0,1,False
0.0,1,13,0,0,2,0,1,False
3.6,1,17,0,0,3,1,1,True
0.0,1,16,0,0,2,0,1,True
0.0,3,9,0,0,4,0,1,False
0.0,3,39,0,0,4,0,1,True
0.0,1,11,0,0,2,1,1,True
0.0,10,70,0,0,10,0,1,True
0.0,1,15,0,3,2,0,1,False
0.0,1,18,0,2,2,0,1,True
0.0,6,45,0,0,7,0,1,True
3.8,0,7,0,0,1,1,1,True
3.4,4,22,0,0,5,0,1,True
0.0,4,58,0,0,5,0,1,False
0.0,5,4,0,0,1,0,1,True
0.0,1,12,0,0,2,0,1,False
0.0,2,7,0,0,4,0,1,False
0.0,3,10,0,0,4,0,1,True
4.0,4,32,0,0,1,0,1,False
0.0,1,12,0,0,2,1,1,True
0.0,2,11,0,0,3,0,1,True
0.0,7,27,0,0,8,0,1,True
0.0,2,12,0,0,3,0,1,False
0.0,1,7,0,0,1,0,1,False
0.0,3,18,0,0,4,0,1,False
0.0,4,13,0,1,5,0,1,False
0.0,5,13,0,0,1,0,1,True
0.0,9,0,0,0,1,0,1,False
3.35,3,21,0,0,5,1,1,False
3.85,0,56,0,0,8,0,1,False
0.0,5,60,0,0,1,0,3,False
0.0,1,6,0,0,2,1,1,False
0.27,3,34,0,2,4,0,1,True
0.0,4,51,0,0,5,0,1,True
0.0,1,12,0,1,2,0,1,False
0.16,3,7,0,0,4,1,3,True
0.16,3,7,0,0,4,1,3,False
0.0,3,10,0,0,4,0,3,True
0.0,1,15,0,3,2,0,1,True
0.0,6,10,0,0,1,0,1,True
0.0,1,8,0,0,2,1,1,True
0.0,5,13,0,0,8,1,3,False
3.6,5,12,0,0,6,0,1,False
0.0,3,16,0,0,4,0,1,False
0.0,3,5,0,0,1,0,3,True
0.0,4,20,0,0,5,0,1,False
0.0,2,7,0,0,4,0,1,True
0.0,5,12,0,0,1,0,1,True
0.0,5,60,0,0,1,0,3,True
0.0,4,55,0,0,5,0,1,False
0.0,2,5,0,0,3,0,1,False
3.84,2,20,0,0,3,0,1,True
0.0,1,15,0,2,2,1,1,False
0.0,3,24,0,0,6,0,3,False
4.0,4,32,0,0,1,0,1,True
0.0,1,18,0,0,2,0,1,True
3.9,2,35,0,0,1,1,1,False
0.0,1,11,0,0,2,1,1,False
0.0,4,65,0,0,5,0,3,False
0.0,3,32,0,0,4,0,1,True
3.5,4,12,0,0,6,1,1,False
0.0,4,17,0,0,6,0,1,False
0.0,1,15,0,0,2,0,1,False
0.0,1,13,0,1,2,0,1,False
3.35,3,21,0,0,5,1,1,True
0.0,3,27,0,3,4,0,1,True
0.0,4,27,0,0,7,0,3,True
0.0,1,16,0,0,2,1,1,False
0.0,4,66,0,0,5,0,1,False
0.0,1,8,0,0,2,0,1,True
3.4,4,6,0,0,1,0,1,True
0.0,1,9,0,0,2,1,1,False
0.0,4,29,0,0,5,0,1,True
0.0,3,40,0,0,4,0,1,False
3.55,0,38,0,0,1,0,1,True
0.0,3,17,0,3,1,0,1,True
0.0,6,45,0,0,7,0,1,False
0.0,4,9,0,1,5,0,1,True
0.0,0,6,0,0,0,0,1,False
0.0,1,20,0,0,2,1,1,False
3.63,4,31,0,2,5,0,1,False
0.0,3,17,0,3,1,0,1,False
0.0,2,106,0,5,3,0,1,True
0.0,5,4,0,0,1,0,1,False
3.5,4,20,0,0,3,0,3,False
0.0,4,27,0,0,5,0,1,False
0.0,3,15,0,0,3,0,1,True
0.0,7,47,0,0,8,0,1,True
0.0,2,14,0,0,3,0,1,False
4.0,7,61,0,1,9,0,1,False
0.0,5,13,0,0,8,1,3,True
0.0,4,29,0,0,5,0,1,False
3.01,3,7,0,0,4,1,1,False
0.0,1,14,0,0,2,0,1,True
0.0,2,14,0,0,3,0,1,True
0.0,4,6,0,0,6,1,1,False
0.0,3,51,0,0,4,0,1,True
0.0,6,51,0,0,9,0,1,True
3.63,4,31,0,2,5,0,1,True
3.52,3,7,0,0,4,1,1,True
0.0,4,26,0,0,5,0,1,False
0.0,1,14,0,1,2,1,1,False
0.0,2,29,0,0,3,1,1,False
0.0,4,51,0,0,5,0,1,False
0.0,7,4,0,0,10,0,1,False
0.0,1,14,0,1,2,0,1,True
0.0,5,63,0,0,6,0,1,True
0.0,4,62,0,0,5,0,3,False
3.73,5,61,0,0,6,1,1,False
0.0,3,90,0,0,5,0,3,False
0.0,1,10,0,0,2,0,1,False
0.0,3,51,0,0,4,0,1,False
4.0,3,46,0,0,3,0,1,True
0.0,2,106,0,5,3,0,1,False
0.0,0,10,0,0,0,0,1,False
0.0,2,7,0,0,3,0,1,True
0.0,4,9,0,1,5,0,1,False
0.0,8,82,0,0,9,0,1,False
0.0,2,60,0,0,4,0,1,True
0.0,5,15,0,0,6,0,1,True
0.0,1,21,0,0,2,0,1,False
0.0,6,62,0,0,7,0,1,False
0.0,4,13,0,0,5,0,1,True
0.0,3,11,0,0,4,0,1,False
0.0,1,10,0,1,2,0,1,False
0.0,5,36,0,0,6,0,3,False
0.0,2,27,0,0,4,1,1,True
0.0,3,33,0,0,4,0,1,True
0.0,3,8,0,0,4,0,1,False
0.0,6,47,0,0,8,0,1,True
0.0,2,35,0,0,4,0,1,False
0.0,4,22,0,0,5,0,1,False
0.0,3,5,0,0,1,0,3,False
3.75,3,19,0,0,5,1,1,False
0.0,3,13,0,0,4,0,1,False
0.0,10,70,0,0,10,0,1,False
0.0,2,13,0,0,3,0,1,False
3.98,3,28,0,0,4,0,1,True
0.0,2,16,0,0,4,0,3,False
3.9,1,6,0,0,1,1,1,True
0.0,1,19,0,0,1,1,1,False
0.0,7,20,0,0,8,0,1,True
0.0,4,38,0,0,6,0,1,True
0.0,3,26,0,0,4,0,1,False
0.0,4,14,0,2,5,0,1,False
4.0,7,61,0,1,9,0,1,True
0.0,7,8,0,0,1,0,1,False
0.0,3,83,0,4,4,0,1,False
3.84,4,32,0,0,6,0,1,True
3.7,3,15,0,0,4,0,1,True
0.0,5,14,0,0,6,0,1,True
0.0,4,8,0,0,1,0,1,False
0.37,1,22,0,10,3,1,1,True
3.91,2,6,0,0,3,0,1,False
0.0,3,4,0,0,1,0,1,True
0.0,3,91,0,0,4,0,1,True
0.0,3,14,0,0,4,0,1,True
0.0,2,6,0,0,3,1,3,True
0.0,2,6,0,0,3,0,1,False
0.0,5,14,0,0,6,0,1,False
3.4,4,6,0,0,1,0,1,False
0.0,6,12,0,0,1,1,1,True
3.15,3,32,0,0,4,1,1,True
0.0,1,15,0,0,2,1,1,False
0.0,1,9,0,0,1,0,1,False
0.0,4,8,0,0,1,0,1,True
0.0,2,35,0,0,4,0,1,True
0.0,1,17,0,0,2,0,1,True
0.0,4,38,0,0,6,0,1,False
0.0,2,27,0,0,3,0,1,False
0.0,2,6,0,0,3,0,1,True
0.0,0,6,0,0,0,0,1,True
3.5,3,52,0,0,4,1,1,True
0.0,4,30,0,0,1,1,1,True
0.0,1,7,0,0,2,0,1,False
3.5,7,34,0,10,8,0,1,True
0.0,5,0,0,0,1,1,1,True
0.0,4,56,0,0,5,0,1,True
0.0,1,12,0,0,2,1,1,False
0.0,2,11,0,0,3,1,1,False
0.0,5,36,0,0,7,0,1,False
0.0,3,24,0,0,6,0,3,True
0.0,5,0,0,0,1,1,1,False
0.0,1,6,0,0,2,0,1,False
4.0,4,39,0,0,6,0,1,True
3.9,3,59,0,1,5,0,1,True
0.0,2,12,0,0,2,0,1,False
0.0,1,7,0,0,2,1,1,False
0.0,2,12,0,0,2,0,1,True
0.0,1,15,0,2,2,1,1,True
0.0,3,15,0,0,1,0,1,False
0.0,4,14,0,2,5,0,1,True
0.0,4,48,0,0,5,0,1,False
0.0,3,4,0,0,1,0,1,False
0.0,2,35,0,0,3,0,1,True
3.8,2,45,0,0,4,1,1,False
3.8,2,4,0,0,3,1,1,True
3.8,3,9,0,0,4,0,1,False
0.0,1,9,0,0,2,0,1,True
0.0,5,144,0,0,7,0,1,True
3.52,3,7,0,0,4,1,1,False
0.0,3,15,0,0,1,0,1,True
0.0,5,33,0,0,1,0,1,True
0.0,2,11,0,0,3,0,1,False
0.0,4,7,0,0,5,0,1,True
0.0,1,6,0,1,2,0,1,True
0.0,5,36,0,0,6,0,3,True
3.7,3,16,0,0,4,0,1,False
0.0,2,16,0,0,3,1,1,False
0.0,4,22,0,0,5,0,1,True
3.6,5,12,0,0,6,0,1,True
0.0,5,33,0,0,6,0,1,True
0.0,2,13,0,0,3,0,1,True
0.0,3,91,0,0,4,0,1,False
0.0,5,25,0,0,6,0,1,False
0.0,1,12,0,0,1,1,1,False
0.0,7,38,0,0,8,0,1,True
0.0,1,14,0,1,2,0,1,False
0.0,1,11,0,0,3,1,1,False
3.78,1,6,0,0,1,0,1,False
0.0,4,27,0,0,7,0,3,False
0.0,3,47,0,0,4,0,1,True
3.91,2,6,0,0,3,0,1,True
3.7,6,61,0,0,7,0,1,False
0.0,1,18,0,2,2,0,1,False
3.78,1,6,0,0,1,0,1,True
0.0,5,20,0,0,1,0,1,False
0.0,1,10,0,0,1,1,1,False
0.0,1,13,0,0,2,1,1,False
0.0,4,30,0,0,1,1,1,False
0.0,1,25,0,0,3,1,1,False
0.0,0,8,0,0,2,0,1,False
0.0,1,11,0,0,1,1,1,False
0.0,5,33,0,0,1,0,1,False
3.1,2,23,0,0,1,0,1,True
0.0,1,14,0,0,2,1,1,True
0.0,3,16,0,0,4,0,1,True
3.5,4,20,0,0,3,0,3,True
0.0,7,34,0,0,1,0,1,False
0.0,3,12,0,0,5,0,1,False
3.5,7,34,0,10,8,0,1,False
0.0,7,27,0,0,8,0,1,False
0.0,0,26,0,0,2,0,1,True
0.0,3,12,0,0,5,0,1,True
0.0,3,8,0,0,4,0,1,True
0.0,2,0,0,0,3,1,1,True
3.75,3,19,0,0,5,1,1,True
0.0,4,38,0,0,4,0,1,True
3.98,0,21,0,0,2,0,1,True
0.0,3,39,0,0,4,0,1,False
0.0,5,20,0,0,8,1,1,False
0.0,3,41,0,0,4,0,1,True
0.0,7,34,0,0,1,0,1,True
3.8,0,7,0,0,1,1,1,False
0.0,7,38,0,0,8,0,1,False
0.0,1,7,0,1,2,0,1,False
0.0,6,13,0,0,7,0,1,True
0.0,3,47,0,0,5,0,1,False
0.0,4,48,0,0,5,0,1,True
0.0,7,20,0,0,8,0,1,False
3.1,2,23,0,0,1,0,1,False
0.0,2,35,0,0,3,0,1,False
0.0,2,20,0,0,5,0,1,False
3.5,4,12,0,0,6,1,1,True
3.7,6,61,0,0,7,0,1,True
3.4,2,6,0,0,3,0,1,True
0.0,4,36,0,0,6,0,3,True
0.0,5,63,0,0,6,0,1,False
0.0,3,11,0,0,1,1,1,False
0.0,1,14,0,1,2,1,1,True
3.8,2,45,0,0,4,1,1,True
0.0,2,7,0,0,3,0,1,False
0.0,3,33,0,0,4,0,1,False
0.0,4,6,0,0,6,1,1,True
0.0,2,36,0,0,3,0,1,False
0.0,1,11,0,0,1,1,1,True
0.0,1,25,0,0,3,1,1,True
0.0,2,12,0,0,3,0,1,True
0.0,1,21,0,0,2,1,1,False
0.0,1,14,0,0,1,1,1,True
0.0,4,38,0,0,4,0,1,False
0.0,1,16,0,0,2,1,1,True
3.9,2,35,0,0,1,1,1,True
0.0,3,39,0,0,4,0,3,False
0.0,1,6,0,0,2,0,1,True
0.0,4,62,0,0,5,0,3,True
0.0,1,12,0,1,2,0,1,True
3.41,9,12,0,0,10,0,1,False
3.7,3,16,0,0,4,0,1,True
0.0,3,18,0,0,1,0,3,True
3.85,0,56,0,0,8,0,1,True
3.67,4,58,0,0,1,0,1,False
3.1,2,3,0,1,3,0,1,False
0.0,5,15,0,0,6,0,1,False
3.67,4,58,0,0,1,0,1,True
0.0,5,20,0,0,1,0,1,True
0.0,2,11,0,0,3,1,1,True
3.82,4,35,0,0,5,0,1,True
0.0,2,13,0,0,3,1,1,False
0.0,1,21,0,0,2,1,1,True
0.0,4,58,0,0,5,0,1,True
3.15,3,32,0,0,4,1,1,False
0.0,4,62,0,0,5,0,1,False
0.0,1,11,0,0,3,1,1,True
0.0,3,83,0,4,4,0,1,True
3.98,0,21,0,0,2,0,1,False
4.0,4,50,0,1,5,1,1,True
0.0,2,29,0,0,3,1,1,True
0.0,4,31,0,0,1,0,1,True
0.0,7,34,0,0,10,0,1,True
0.0,6,46,0,0,7,0,1,False
3.4,4,22,0,0,5,0,1,False
3.8,2,4,0,0,3,1,1,False
0.0,2,20,0,0,5,0,1,True
0.0,1,14,0,0,1,1,1,False
0.0,3,10,0,0,4,0,3,False
0.0,1,12,0,2,2,0,1,True
0.0,3,90,0,0,5,0,3,True
0.0,1,6,0,1,2,0,1,False
0.0,4,42,0,0,7,0,1,False
0.0,6,21,0,0,1,0,1,False
4.0,2,26,0,0,5,0,1,False
3.98,3,28,0,0,4,0,1,False
0.0,3,4,0,0,4,0,1,True
0.0,1,9,0,0,1,0,1,True
0.0,8,82,0,0,9,0,1,True
0.0,0,26,0,0,2,0,1,False
0.0,1,20,0,0,2,1,1,True
0.0,2,3,0,0,3,0,1,False
0.0,1,13,0,0,2,1,1,True
0.0,4,27,0,0,5,0,1,True
0.0,4,40,0,0,5,0,1,True
0.0,2,6,0,0,3,1,3,False
3.9,1,6,0,0,1,1,1,False
0.0,6,34,0,0,7,0,1,True
3.83,4,11,0,0,1,1,1,False
0.0,0,8,0,0,2,0,1,True
0.0,2,51,0,1,4,0,1,True
2.5,3,52,0,0,4,0,1,True
0.0,1,7,0,0,1,0,1,True
0.0,4,28,0,0,5,0,1,False
0.0,1,9,0,0,2,1,1,True
3.84,2,20,0,0,3,0,1,False
0.0,6,12,0,0,1,1,1,False
0.0,2,16,0,0,4,0,3,True
0.0,4,42,0,0,7,0,1,True
0.0,6,34,0,0,7,0,1,False
0.0,6,10,0,0,1,0,1,False
0.0,5,50,0,0,6,0,1,False
0.0,1,14,0,0,2,1,1,False
0.0,1,6,0,0,2,1,1,True
3.9,3,59,0,1,5,0,1,False
4.0,3,36,0,0,4,1,1,False
0.0,3,9,0,0,4,0,1,True
0.0,3,40,0,0,4,0,1,True
0.0,1,7,0,0,2,1,1,True
0.0,2,52,0,0,4,1,1,False
0.0,7,34,0,0,10,0,1,False
0.0,4,7,0,0,5,0,1,False
3.01,3,7,0,0,4,1,1,True
0.0,3,4,0,0,4,0,1,False
0.0,1,10,0,0,1,1,1,True
0.0,5,25,0,0,6,0,1,True
0.0,5,33,0,0,6,0,1,False
0.0,1,12,0,0,1,1,1,True
0.0,2,60,0,0,4,0,1,False
0.0,2,52,0,0,4,1,1,True
0.0,1,19,0,0,1,1,1,True
0.0,7,8,0,0,1,0,1,True
0.0,4,36,0,0,6,0,3,False
3.82,4,35,0,0,5,0,1,False
0.0,7,47,0,0,8,0,1,False
0.0,3,36,0,0,4,0,1,False
0.0,2,13,0,0,3,1,1,True
0.0,4,35,0,0,5,0,1,True
0.27,3,34,0,2,4,0,1,False
0.0,4,62,0,0,5,0,1,True
0.0,5,50,0,0,6,0,1,True
3.73,5,61,0,0,6,1,1,True
0.0,3,13,0,0,1,0,1,True
3.6,1,10,0,0,3,1,1,True
0.0,1,13,0,1,2,0,1,True
0.0,6,47,0,0,8,0,1,False
3.18,3,9,0,1,4,1,1,False
0.0,6,13,0,0,7,0,1,False
3.7,3,15,0,0,4,0,1,False
0.0,1,7,0,0,2,0,1,True
0.0,6,21,0,0,1,0,1,True
0.0,2,5,0,0,3,0,1,True
0.0,5,12,0,0,1,0,1,False
0.0,9,0,0,0,1,0,1,True
0.0,4,31,0,0,1,0,1,False
4.0,4,50,0,1,5,1,1,False
0.0,4,65,0,0,5,0,3,True
0.0,3,27,0,3,4,0,1,False
0.0,3,15,0,0,3,0,1,False
0.0,4,17,0,0,6,0,1,True
0.0,7,4,0,0,10,0,1,True
0.0,3,18,0,0,1,0,3,False
0.0,6,46,0,0,7,0,1,True
0.0,5,13,0,0,1,0,1,False
0.0,6,51,0,0,9,0,1,False
0.0,5,144,0,0,7,0,1,False
0.0,2,16,0,0,3,1,1,True
0.0,1,12,0,2,2,0,1,False
3.55,0,38,0,0,1,0,1,False
0.0,1,15,0,0,2,1,1,True
0.0,1,6,0,0,1,1,1,True
0.0,4,26,0,0,5,0,1,True
0.0,3,14,0,0,4,0,1,False
0.0,6,62,0,0,7,0,1,True
3.41,9,12,0,0,10,0,1,True
0.0,4,66,0,0,5,0,1,True
0.0,4,56,0,0,5,0,1,False
0.0,2,51,0,1,4,0,1,False
3.6,3,113,0,0,4,0,1,False
0.0,3,11,0,0,4,0,1,True
0.0,4,4,0,0,5,0,1,True
0.0,3,17,0,0,4,0,1,False
0.0,2,27,0,0,4,1,1,False
0.0,4,13,0,1,5,0,1,True
0.0,3,32,0,0,4,0,1,False
3.5,3,52,0,0,4,1,1,False
0.0,0,10,0,0,0,0,1,True
0.0,3,47,0,0,5,0,1,True
3.6,1,17,0,0,3,1,1,False
0.0,5,20,0,0,8,1,1,True
3.8,2,8,1,3,5,1,3,True
3.5,1,6,1,2,4,1,2,True
3.9,3,10,1,4,7,1,3,True
3.2,1,5,1,1,3,0,2,True
3.7,2,7,1,2,5,1,3,True
3.0,0,6,1,2,3,0,2,True
3.4,1,8,1,3,4,1,3,True
3.6,2,9,1,3,6,1,3,True
2.8,0,4,0,1,2,0,1,False
1.9,0,2,0,0,0,0,1,False
2.0,0,3,0,0,1,0,1,False
2.3,0,2,0,0,0,0,2,False
1.5,0,1,0,0,0,0,1,False
2.1,0,3,0,1,0,0,1,False
2.5,0,3,0,0,1,0,2,False
2.2,0,2,0,0,0,0,1,False
3.1,0,4,0,0,2,0,2,True
2.9,1,5,1,1,2,0,2,False
3.3,1,6,1,2,3,1,2,True
2.7,0,3,0,0,1,0,1,False
4.0,3,12,1,5,8,1,3,True
3.8,4,10,1,4,6,1,3,True
1.8,0,1,0,0,0,0,1,False
2.4,0,4,0,0,0,0,1,False
3.5,2,9,1,3,5,1,2,True
